"12/31/2023","-13.17","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"12/28/2023","1011.13","*","","ONLINE PAYMENT THANK YOU"
"12/28/2023","-12.80","*","","JADE GARDEN BOSTON MA"
"12/25/2023","-27.48","*","","WALGREENS #17192 516-775-2811 NY"
"12/23/2023","-37.13","*","","CIRO`S PIZZA & RESTAURANTFLORAL PARK NY"
"12/20/2023","-99.44","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"12/20/2023","-83.80","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"12/16/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"12/16/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"12/16/2023","-159.44","*","","JONGRO BBQ 131-27305592 IL"
"12/16/2023","-41.37","*","","UA.COM*888-727-6687 MD underarmour.cMD"
"12/15/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"12/15/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"12/15/2023","-25.00","*","","VISIBLE 866-331-3527 CO"
"12/15/2023","-7.50","*","","SNACK* TIGER SUGAR KOR 186-68682146 CA"
"12/14/2023","-31.79","*","","SHEINUSServices,LLC. Kent DE"
"12/12/2023","-16.28","*","","WL *STEAM PURCHASE 425-889-9642 WA"
"12/11/2023","-194.24","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"12/09/2023","-39.47","*","","SQ *THE WELL COFFEE Queens NY"
"12/06/2023","-11.01","*","","WALGREENS #5955 GARDEN CITY PNY"
"12/06/2023","-22.36","*","","CVS/PHARMACY #03104 NEW HYDE PARKNY"
"12/05/2023","-46.76","*","","TEXAS ROADHOUSE #2388 EAST MEADOW NY"
"12/02/2023","-6.99","*","","SQ *FLUSHING COMMONS New York NY"
"11/30/2023","-135.67","*","","TEXAS ROADHOUSE #2388 EAST MEADOW NY"
"11/28/2023","1227.98","*","","ONLINE PAYMENT THANK YOU"
"11/28/2023","-13.80","*","","WALGREENS #17192 ELMONT NY"
"11/25/2023","-13.71","*","","LITTLE NECK SUPERMARKET LITTLE NECK NY"
"11/24/2023","-13.33","*","","SQ *CAFE KAI SWEETS Edgewater NJ"
"11/24/2023","-94.79","*","","MITSUWA MRKTPLACE NJ EDGEWATER NJ"
"11/22/2023","-19.44","*","","SUPER FL MART MINEOLA NY"
"11/21/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"11/21/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"11/20/2023","-2.90","*","","OMNYPYG* 877-789-6669 NY"
"11/20/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"11/20/2023","-10.34","*","","SQ *ICHIRAN USA., INC. New York NY"
"11/20/2023","-64.24","*","","SQ *ICHIRAN USA., INC. New York NY"
"11/20/2023","-3.61","*","","WALGREENS #17192 ELMONT NY"
"11/20/2023","-16.88","*","","CKE*TIM HO WAN NEW YORK NEW YORK NY"
"11/15/2023","-25.00","*","","VISIBLE 866-331-3527 CO"
"11/14/2023","-11.42","*","","WALGREENS #17192 ELMONT NY"
"11/12/2023","-28.00","*","","SP BESTPRESSO HTTPSBESTPRESNY"
"11/11/2023","-111.00","*","","CHURRASQUEIRA BAIRRADA 516-7393856 NY"
"11/08/2023","-22.79","*","","SHELL OIL 12427495002 ELMONT NY"
"11/06/2023","-27.66","*","","STOP & SHOP 0570 NEW HYDE PARKNY"
"11/04/2023","-123.82","*","","TARGET.COM * 800-591-3869 MN"
"11/04/2023","-419.30","*","","PAYPAL *GMPGLOBALMA 402-935-7733 CA"
"11/03/2023","-33.49","*","","GOOD SUPERMARKET INC ELMHURST NY"
"11/01/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"11/01/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"11/01/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"11/01/2023","-2.90","*","","MTA*NYCT PAYGO NEW YORK NY"
"10/30/2023","-11.99","*","","WALGREENS #17192 ELMONT NY"
"10/29/2023","1493.60","*","","ONLINE PAYMENT THANK YOU"
"10/28/2023","-74.19","*","","THE PRINCETON UNIVERSI 609-921-8500 NJ"
"10/28/2023","-40.69","*","","Temu.com 000-0000000 MA"
"10/28/2023","-39.09","*","","YASAIYA SHABU-SHABU LITTLE NECK NY"
"10/15/2023","-363.06","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"10/15/2023","-25.00","*","","VISIBLE 866-331-3527 CO"
"10/03/2023","-583.95","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"10/02/2023","-449.44","*","","NEW HYDE PARK SERVICE NEW HYDE PARKNY"
"09/28/2023","-45.00","*","","WWW.CLASSACTPHOTO.COM WWW.CLASSACTPNY"
"09/27/2023","959.16","*","","ONLINE PAYMENT THANK YOU"
"09/27/2023","-27.15","*","","POPEYES 10648 ELMONT NY"
"09/22/2023","-36.00","*","","FIFTY BAY. FLUSHING NY"
"09/19/2023","-4.33","*","","Too Good To Go Inc. 178-76184541 DE"
"09/19/2023","-61.86","*","","BALDWIN FLAMING BUFFET NORTH BALDWINNY"
"09/15/2023","-25.00","*","","VISIBLE 866-331-3527 CO"
