"05/28/2024","1000.67","*","","ONLINE PAYMENT THANK YOU"
"05/28/2024","-155.67","*","","SHOHRE HEBRONI MD NEW HYDE PARKNY"
"05/26/2024","-32.39","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"05/26/2024","-10.91","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"05/22/2024","-583.53","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"05/22/2024","-61.48","*","","CHEF WANG NEW HYDE PARKNY"
"05/18/2024","-2.99","*","","Hulu 877-8244858 CA HULU.COM/BILLCA"
"05/15/2024","-25.00","*","","VISIBLE 866-331-3527 CO"
"05/12/2024","-27.21","*","","POPEYES 13504 BELLEROSE NY"
"05/08/2024","-35.00","*","","GREAT NECK ENT 516-8293466 NY"
"05/06/2024","-6.51","*","","Too Good To Go Inc. 178-76184541 DE"
"05/01/2024","1071.44","*","","ONLINE PAYMENT THANK YOU"
"05/01/2024","-141.00","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"05/01/2024","-3.65","*","","CVS/PHARMACY #03104 NEW HYDE PARKNY"
