"01/29/2024","-4.33","*","","Too Good To Go Inc. 178-76184541 DE"
"01/27/2024","413.29","*","","ONLINE PAYMENT THANK YOU"
"01/27/2024","-129.00","*","","NATERA HTTPSMY.NATERCA"
"01/20/2024","-13.50","*","","Uniqlo USA LLC New York NY"
"01/20/2024","49.14","*","","Zara.com New York NY"
"01/19/2024","-45.09","*","","YASAIYA SHABU-SHABU LITTLE NECK NY"
"01/17/2024","-65.87","*","","Zara.com New York NY"
"01/15/2024","-25.00","*","","VISIBLE 866-331-3527 CO"
"01/15/2024","-48.84","*","","BALDWIN FLAMING BUFFET NORTH BALDWINNY"
"01/14/2024","-8.67","*","","SNACK* MOGE TEE FLUSHI 186-68682146 CA"
"01/13/2024","-25.89","*","","ADIDAS US ONLINE STORE 800-9829337 OR"
"01/12/2024","-16.58","*","","HARRYS 888-212-6855 HTTPSWWW.HARRNY"
"01/05/2024","-138.17","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"01/05/2024","-48.85","*","","BALDWIN FLAMING BUFFET NORTH BALDWINNY"
