"04/29/2024","-22.00","*","","NSUH PARKING MANHASSET NY"
"04/28/2024","-41.00","*","","NSUH PARKING MANHASSET NY"
"04/28/2024","-8.00","*","","NSUH PARKING MANHASSET NY"
"04/26/2024","43.44","*","","IKEA 454531207 888-434-4532 MD"
"04/25/2024","-50.00","*","","KABUL GRILL HICKSVILLE NY"
"04/25/2024","-12.22","*","","CHIPOTLE 0799 HICKSVILLE NY"
"04/18/2024","-7.99","*","","Hulu 877-8244858 CA HULU.COM/BILLCA"
"04/18/2024","-5.00","*","","WALGREENS #17192 ELMONT NY"
"04/15/2024","-25.00","*","","VISIBLE 866-331-3527 CO"
"04/13/2024","-69.84","*","","FRIENDSHIP BBQ (FLUSHI 131-27305592 IL"
"04/11/2024","-154.24","*","","IKEA 454531207 888-434-4532 MD"
"04/10/2024","-565.19","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"04/05/2024","-36.00","*","","FIFTY BAY. FLUSHING NY"
"04/05/2024","27.15","*","","IKEA LONG ISLAND HICKSVILLE NY"
"04/05/2024","-2.00","*","","NYCDOT PARKING METERS LONG ISLAND CNY"
"04/04/2024","-65.12","*","","SHELL OIL10009784017 NEW HYDE PARKNY"
"04/01/2024","69.49","*","","SHEIN.COM 844-8022500 CA"
