"07/31/2024","-9.96","*","","TRADER JOE S #550 GARDEN CITY NY"
"07/30/2024","-12.22","*","","WWW.CVS.COM 888-607-4287 RI"
"07/28/2024","925.22","*","","ONLINE PAYMENT THANK YOU"
"07/27/2024","-40.20","*","","H MART JERICHO LLC JERICHO NY"
"07/27/2024","-38.01","*","","YEA S KITCHEN JERICHO NY"
"07/21/2024","-13.01","*","","KFC F569030 FLORAL PARK NY"
"07/19/2024","-139.32","*","","THE BUFFET COLLEGE POINTNY"
"07/18/2024","2000.00","*","","ONLINE PAYMENT THANK YOU"
"07/18/2024","-2.99","*","","Hulu 877-8244858 CA HULU.COM/BILLCA"
"07/17/2024","-20.24","*","","UNCLE GIUSEPPE'S MARKETP NORTH BABYLONNY"
"07/15/2024","-25.00","*","","VISIBLE 866-331-3527 CO"
"07/14/2024","-41.54","*","","Uniqlo USA LLC UNIQLO_US-GARLAND CITY NY"
"07/14/2024","-11.89","*","","SARKU JAPAN 041 GARDEN CITY NY"
"07/14/2024","-11.94","*","","GREENLEAFS & BANANAS GARDEN CITY NY"
"07/13/2024","-1962.20","*","","NORTHWELL HEALTH ONLINE P855-8077884 NY"
"07/13/2024","-62.55","*","","CANTON MANOR QUEENS NY"
"07/11/2024","-455.14","*","","WALMART.COM 800-925-6278 AR"
"07/11/2024","-21.73","*","","CLAUDE.AI SUBSCRIPTION HTTPSWWW.ANTHCA"
"07/09/2024","-16.28","*","","MACYS .COM 800-289-6229 OH"
"07/07/2024","-2.66","*","","IKEA LONG ISLAND REST HICKSVILLE NY"
"07/07/2024","-3.25","*","","IKEA LONG ISLAND HICKSVILLE NY"
"07/07/2024","-62.92","*","","TEXAS ROADHOUSE #2388 EAST MEADOW NY"
"07/01/2024","-14.33","*","","Blizzard Entertainment 949-9551380 CA"
